"","V1","V1.6","V1.5","V1.4","V1.3","deploymentID","V1.2","speciesName","project","subproject","treatment","deploymentName","idType","sequenceID","beginTime","endTime","commonName","age","sex","individuallyIDentifiable","count","fuzzed","begin","end","beginDate","endDate","julianDay","year","month","quarter","actualDateOut","retrievalDate","plotName","plotTreatment","cameraFailureDetails","deploymentNotes","baitType","baitDescription","baitStatus","trails","feature","featureTypeMethodology","detectionDistance","trapNights","tdiff","dayOfDeployment","Binom","AmericanBeaverBinom","AmericanBlackBearBinom","AmericanMinkBinom","AmericanRedSquirrelBinom","AppalachianCottontailBinom","BobcatBinom","CoyoteBinom","DomesticCatBinom","DomesticDogBinom","EasternChipmunkBinom","EasternCottontailBinom","EasternFoxSquirrelBinom","EasternGraySquirrelBinom","EasternSpottedSkunkBinom","EasternWoodratBinom","ElkAkaRedDeerBinom","GreyFoxBinom","LongTailedWeaselBinom","MarshRabbitBinom","NineBandedArmadilloBinom","NorthAmericanOtterBinom","NorthernBobwhiteBinom","NorthernRaccoonBinom","RedFoxBinom","RedWolfBinom","RuffedGrouseBinom","SouthernFlyingSquirrelBinom","StripedSkunkBinom","SwampRabbitBinom","UnknownCanidBinom","UnknownFelidBinom","UnknownFlyingSquirrelBinom","UnknownRabbitHareBinom","UnknownSmallRodentBinom","UnknownSquirrelBinom","VirginiaOpossumBinom","WhiteTailedDeerBinom","WildBoarBinom","WildTurkeyBinom","WoodchuckBinom","V1.1","AmericanBeaver","AmericanBlackBear","AmericanMink","AmericanRedSquirrel","AppalachianCottontail","Bobcat","Coyote","DomesticCat","DomesticDog","EasternChipmunk","EasternCottontail","EasternFoxSquirrel","EasternGraySquirrel","EasternSpottedSkunk","EasternWoodrat","ElkAkaRedDeer","GreyFox","LongTailedWeasel","MarshRabbit","NineBandedArmadillo","NorthAmericanOtter","NorthernBobwhite","NorthernRaccoon","RedFox","RedWolf","RuffedGrouse","SouthernFlyingSquirrel","StripedSkunk","SwampRabbit","UnknownCanid","UnknownFelid","UnknownFlyingSquirrel","UnknownRabbitHare","UnknownSmallRodent","UnknownSquirrel","VirginiaOpossum","WhiteTailedDeer","WildBoar","WildTurkey","Woodchuck","avgPrecip","avgTemp","avgCloud","avgEVI","building100","building200","building300","building400","building500","building600","building700","building800","building900","building1000","distToBuilding","distToStream","streamLength1km","streamLength5km","distToRoad","actualLon","actualLat"
"2709",2709,2709,2709,2709,2709,"d47201",2709,"Ursus americanus","North Carolina's Candid Critters Project","Macon County","","Kaye_G_Macon8","Researcher","d47201s3","22:05:02","22:05:09","American Black Bear","Unknown","Unknown","N",1,FALSE,"2018-09-24 20:06:42","2018-09-26 22:05:09","2018-09-26","2018-09-26",269,2018,9,3,"2018-09-20","2018-10-07","Small Forest","","NULL","Overgrown dirt road near the Franklin Greenway","No Bait","NULL","no bait","no trails","Not Entered","",6,17,361858,6,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.36186602873965e-05,291.780843457102,31.1622981498317,0.373894412193231,0,9,24,49,80,102,139,181,212,254,117.390001891508,336.658135004379,3895.22067489238,3174.65550762321,131.684868423003,-83.3888881811133,35.1524302445484
"2710",2710,2710,2710,2710,2710,"d47272",2710,"Camera Trapper","North Carolina's Candid Critters Project","Chatham County","","McNaughton_K_Chatham13","Researcher","d47272s115","13:32:18","13:32:41","Camera Trapper","Adult","Male","N",1,FALSE,"2018-10-10 07:38:01","2018-10-27 13:32:41","2018-10-27","2018-10-27",300,2018,10,4,"2018-10-05","2018-10-27","Small Forest","","NULL","mixture of hardwoods, scrubby pine and underbrush","No Bait","NULL","no bait","no trails","Not Entered","",15,22,14401,22,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,3,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,3,36,0,0,0,0.000107527107744063,291.916459971752,39.3885040724696,0.392465236888925,3,5,12,15,22,35,41,46,70,87,81.5295781593726,210.678520978674,2163.48289765709,544.354711175175,137.987689905244,-79.1954475325139,35.766623911714
"2711",2711,2711,2711,2711,2711,"d47273",2711,"Camera Trapper","North Carolina's Candid Critters Project","Alamance County","","Euliss_P_Alamance11","Researcher","d47273s1","11:31:28","11:31:29","Camera Trapper","Unknown","Unknown","N",1,FALSE,"2018-09-22 11:31:28","2018-09-22 11:31:29","2018-09-22","2018-09-22",265,2018,9,3,"2018-09-22","2018-10-14","Open","","NULL","NULL","No Bait","NULL","no bait","no trails","Not Entered","",16,22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,14,0,0,0,5.67704510970394e-06,290.755450208761,23.9000488771729,0.381910690056029,0,1,2,4,9,26,44,64,83,98,115.733023785682,16.5161828010985,4280.68195260132,454.290932322245,426.546338517529,-79.5229529167854,35.9847924856293
"2712",2712,2712,2712,2712,2712,"d47274",2712,"Canis familiaris","North Carolina's Candid Critters Project","Orange County","","Bennett_T_Orange4","Researcher","d47274s1","16:20:58","16:21:01","Domestic Dog","Unknown","Unknown","N",1,FALSE,"2018-10-08 16:20:58","2018-10-08 16:21:01","2018-10-08","2018-10-08",281,2018,10,4,"2018-10-08","2018-10-28","Small Forest","","NULL","NULL","No Bait","NULL","no bait","no trails","Not Entered","",9.75,20,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,6,0,0,0,2,0,0,0,0,0,5,0,0,0,0,2,0,0,0,0,0,0,0,1,6,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,6,0,0,0,2,0,0,0,0,0,5,0,0,0,0,3,0,0,0,0,0,0,0,1,9,0,0,0,1.9877755782654e-05,294.458360758825,24.0562552103875,0.389546071597155,0,2,4,7,12,17,30,44,64,81,166.42116893003,668.636954700015,154.100288823123,2247.0001864425,137.334206987667,-79.2513309705328,36.2369299730673
"2713",2713,2713,2713,2713,2713,"d47275",2713,"Camera Trapper","North Carolina's Candid Critters Project","Robeson County","","Shaffer_P_Robeson1","Researcher","d47275s1","11:47:16","11:47:30","Camera Trapper","Unknown","Unknown","N",1,FALSE,"2018-10-05 11:47:16","2018-10-05 11:47:30","2018-10-05","2018-10-05",278,2018,10,4,"2018-10-05","2018-10-26","Small Forest","","NULL","NULL","No Bait","NULL","no bait","no trails","Not Entered","",4.2,21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,5,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,7,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,6,0,0,0,2.56762950633369e-05,291.775938745474,32.2003191495565,0.378090745411969,0,0,0,1,9,19,35,52,75,99,385.14132965249,269.083576872912,242.905443130493,313.192268879521,69.3756669191116,-79.0400274955212,34.9320610249627
"2714",2714,2714,2714,2714,2714,"d47276",2714,"Camera Trapper","North Carolina's Candid Critters Project","Caswell County","","RWBCaswellGL_Trail_11","Researcher","d47276s1","12:26:17","12:26:20","Camera Trapper","Adult","Male","N",1,FALSE,"2018-10-07 12:26:17","2018-10-07 12:26:20","2018-10-07","2018-10-07",280,2018,10,4,"2018-10-07","2018-10-29","On Trail","","NULL","NULL","No Bait","NULL","no bait","trails","Not Entered","",10,22,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,1,0,0,0,0,0,0,0,0,4,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,1,0,4.1360566722229e-05,290.379153092719,23.8191024851886,0.391058966563501,0,0,0,0,0,0,1,4,5,6,686.156534333567,22.6846266814458,167.367969710304,7066.17227533383,518.487807906422,-79.2037587190216,36.3708075413868
"2715",2715,2715,2715,2715,2715,"d47277",2715,"Camera Trapper","North Carolina's Candid Critters Project","Caswell County","","RWBCaswellGL_Open_54","Researcher","d47277s24","10:51:12","10:51:23","Camera Trapper","Adult","Male","N",1,FALSE,"2018-10-21 10:36:59","2018-10-29 10:51:23","2018-10-29","2018-10-29",302,2018,10,4,"2018-10-12","2018-10-29","Open","","NULL","NULL","No Bait","NULL","no bait","no trails","Not Entered","",11,17,192098,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,0,0,0,1.17265156593551e-05,290.641211709147,26.1168556301494,0.388575863501252,0,0,0,0,0,0,0,1,5,15,790.60665902085,7.33615730012636,609.090176096766,235.359532624909,718.461244865746,-79.3077782048343,36.351481293177
"2716",2716,2716,2716,2716,2716,"d47406",2716,"Camera Trapper","North Carolina's Candid Critters Project","Orange County","","Sears_K_Orange4","Researcher","d47406s1","15:00:31","15:00:37","Camera Trapper","Unknown","Unknown","N",1,FALSE,"2018-09-12 15:00:31","2018-09-12 15:00:37","2018-09-12","2018-09-12",255,2018,9,3,"2018-09-12","2018-10-08","Small Forest","","NULL","NULL","No Bait","NULL","no bait","no trails","Not Entered","",20,26,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,6.5090917716501e-05,290.114776245506,29.2262520817608,0.383792222001098,0,0,10,13,27,75,126,178,254,349,201.270260246301,113.884539717342,269.148447134404,550.62835504953,195.26999319604,-79.0875235911015,35.9374937996154
"2717",2717,2717,2717,2717,2717,"d47407",2717,"Sylvilagus floridanus","North Carolina's Candid Critters Project","Cleveland County","","Greene_R_Cleveland2","Researcher","d47407s10","23:33:34","23:33:37","Eastern Cottontail","Unknown","Unknown","N",1,FALSE,"2018-08-25 21:01:05","2018-08-28 23:33:37","2018-08-28","2018-08-28",240,2018,8,3,"2018-08-25","2018-09-22","Small Forest","","NULL","","No Bait","NULL","no bait","no trails","Not Entered","",15,28,5091,3,0,0,0,0,0,0,0,0,0,0,0,4,0,8,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,2,12,0,1,0,0,0,0,0,0,0,0,0,0,0,0,4,0,12,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,3,23,0,3,0,5.31055684750541e-05,291.349529905663,36.7222688517476,0.400878262933078,6,18,28,37,44,54,68,86,115,142,41.5121757759554,732.273305549419,1181.11114215885,256.880432347344,34.1296514103255,-81.692411503932,35.2917114988737
"2718",2718,2718,2718,2718,2718,"d47408",2718,"Camera Trapper","North Carolina's Candid Critters Project","Onslow County","","Exton_L_Onslow1","Researcher","d47408s1","19:08:06","19:08:15","Camera Trapper","Unknown","Unknown","N",1,FALSE,"2018-09-17 19:08:06","2018-09-17 19:08:15","2018-09-17","2018-09-17",260,2018,9,3,"2018-09-17","2018-10-10","Open","","NULL","facing north, in my back yard, behind the compost piles.","No Bait","NULL","no bait","no trails","Not Entered","",13,23,0,0,0,0,0,0,0,0,0,0,0,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.92290925639589e-05,291.418341622244,26.2076973816773,0.38712783059314,0,0,0,0,2,7,18,37,49,72,477.811290338048,73.8462677428518,829.304619168189,4935.46378154159,596.320667772647,-77.2551169610141,34.8394732856154
"2719",2719,2719,2719,2719,2719,"d47409",2719,"Ursus americanus","North Carolina's Candid Critters Project","Craven County","","Exton_L_Craven2","Researcher","d47409s2","08:01:24","08:01:27","American Black Bear","Unknown","Unknown","N",1,FALSE,"2018-10-01 21:25:20","2018-09-25 08:01:27","2018-09-25","2018-09-25",268,2018,9,3,"2018-09-23","2018-10-07","Large Forest","","NULL","Croatan NF","No Bait","NULL","no bait","no trails","Not Entered","",12.5,14,351499,2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,3.93786830232122e-05,289.652533436091,17.9423360174473,0.390528056737419,0,0,0,0,0,0,0,0,0,0,2936.22957391971,616.303751799027,1974.75566944635,406.984174046008,326.618849720684,-77.0389059060926,34.9682623707339
"2720",2720,2720,2720,2720,2720,"d47410",2720,"Camera Trapper","North Carolina's Candid Critters Project","Craven County","","Exton_L_Craven3","Researcher","d47410s1","17:49:09","17:49:16","Camera Trapper","Unknown","Unknown","N",1,FALSE,"2018-09-25 17:49:09","2018-09-25 17:49:16","2018-09-25","2018-09-25",268,2018,9,3,"2018-09-25","2018-10-09","Large Forest","","NULL","Croatan NF","No Bait","NULL","no bait","no trails","Not Entered","",14,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,6.86367651350295e-05,289.744824605705,34.5119748295254,0.375093827565279,0,0,0,0,0,0,0,0,0,0,4807.30925044085,1833.21343536225,0,406.984174046008,817.296278678317,-77.0646849880217,34.9785102164949
"2721",2721,2721,2721,2721,2721,"d47411",2721,"Camera Trapper","North Carolina's Candid Critters Project","Craven County","","Exton_L_Craven4","Researcher","d47411s1","17:35:28","17:35:36","Camera Trapper","Unknown","Unknown","N",1,FALSE,"2018-09-25 17:35:28","2018-09-25 17:35:36","2018-09-25","2018-09-25",268,2018,9,3,"2018-09-25","2018-10-10","Large Forest","","NULL","Croatan NF","No Bait","NULL","no bait","no trails","Not Entered","",12,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,1.5699284498614e-05,290.450177380258,31.9083144763406,0.375728990278139,0,0,0,0,0,0,0,0,0,0,4599.5304563825,690.567505426118,1974.75566944635,406.984174046008,257.976739367618,-77.0571843774387,34.9666612112069
"2722",2722,2722,2722,2722,2722,"d47412",2722,"Camera Trapper","North Carolina's Candid Critters Project","Robeson County","","Galvan_R_Robeson3","Researcher","d47412s1","10:49:08","10:49:36","Camera Trapper","Unknown","Unknown","N",1,FALSE,"2018-09-01 10:49:08","2018-09-01 10:49:36","2018-09-01","2018-09-01",244,2018,9,3,"2018-09-01","2018-09-23","Small Forest","","NULL","NULL","No Bait","NULL","no bait","no trails","Not Entered","",12,22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,0,0,0,6.99333511723929e-05,289.519333638079,35.9514357132551,0.395671104091734,0,0,0,0,0,2,3,4,43,59,505.893263405982,236.845725955959,1815.04205587557,203.99872805869,64.100869839922,-78.9159984937166,34.6322926567347
"2723",2723,2723,2723,2723,2723,"d47539",2723,"Camera Trapper","North Carolina's Candid Critters Project","Mitchell County","","Pylant_N_Mitchell9","Researcher","d47539s1","10:45:43","10:45:47","Camera Trapper","Unknown","Unknown","N",1,FALSE,"2018-09-15 10:45:43","2018-09-15 10:45:47","2018-09-15","2018-09-15",258,2018,9,3,"2018-09-15","2018-10-07","Small Forest","","NULL","NULL","No Bait","NULL","no bait","no trails","Not Entered","",14.63,22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,29,0,0,0,6.84735467381511e-05,291.100536972729,26.2090477321716,0.39191200410194,0,2,5,10,12,16,23,27,32,43,168.507724267589,155.769770199092,66.0513238130546,1801.93792862657,37.2715675556886,-82.1990460165368,35.9988947036272
"2724",2724,2724,2724,2724,2724,"d47540",2724,"Camera Trapper","North Carolina's Candid Critters Project","Guilford County","","HawRiverSP_Open_12","Researcher","d47540s1","17:31:04","17:31:08","Camera Trapper","Adult","Male","N",1,FALSE,"2018-10-12 17:31:04","2018-10-12 17:31:08","2018-10-12","2018-10-12",285,2018,10,4,"2018-10-12","2018-11-03","Open","","NULL","Camera located along large power lines.  There was a fair amount to activity for line maintainence.","No Bait","NULL","no bait","no trails","Not Entered","",18,22,0,0,0,0,0,0,0,0,0,0,0,1,0,0,2,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,15,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,3,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,29,0,0,0,1.06227722384687e-05,290.878229674089,36.5026220270208,0.391122705504375,0,1,6,13,31,73,95,121,147,176,180.397124715857,144.729803183401,201.617435820354,99.9903074413657,408.268055837546,-79.7814672768261,36.2363241995908
"2725",2725,2725,2725,2725,2725,"d47765",2725,"Felis catus","North Carolina's Candid Critters Project","Orange County","","Ratcliffe_R_Orange2","Researcher","d47765s21","21:35:07","21:35:07","Domestic Cat","Unknown","Unknown","N",1,FALSE,"2018-10-11 16:56:55","2018-10-13 21:35:07","2018-10-13","2018-10-13",286,2018,10,4,"2018-09-30","2018-10-14","On Trail","","NULL","Orange Water and Sewer easement along Booker Creek in Chapel Hill.  Camera set too high, at chest level.  Will correct for next round.  Dates:  9/23- 10/14","No Bait","NULL","no bait","trails","Not Entered","",20,14,183180,13,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,3.81303346355092e-05,290.92330961595,31.6273598796079,0.39667392443932,5,19,42,74,120,176,271,391,521,654,18.2542964429105,292.797556398329,466.256507085162,347.783193815393,45.8104030824711,-79.0278465818925,35.919478589455
"2726",2726,2726,2726,2726,2726,"d47799",2726,"Camera Trapper","North Carolina's Candid Critters Project","Guilford County","","HawRiverSP_Open_15","Researcher","d47799s1","12:31:59","12:33:28","Camera Trapper","Unknown","Unknown","N",1,FALSE,"2018-10-25 12:31:59","2018-10-25 12:33:28","2018-10-25","2018-10-25",298,2018,10,4,"2018-10-25","2018-11-19","Open","","NULL","NULL","No Bait","NULL","no bait","no trails","Not Entered","",11,25,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,3,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,5,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,47,0,0,0,3.27883387623479e-05,292.986289831078,28.7544042930657,0.399817608147433,0,8,50,68,86,123,174,218,266,298,114.20610354233,596.232190791214,201.617435820354,99.9903074413657,177.282673165029,-79.7817565284261,36.2292644858168
"2727",2727,2727,2727,2727,2727,"d47800",2727,"Camera Trapper","North Carolina's Candid Critters Project","Durham County","","McKeel_J_Durham9","Researcher","d47800s22","18:36:40","18:37:46","Camera Trapper","Unknown","Unknown","N",1,FALSE,"2018-08-24 18:40:18","2018-09-10 18:37:46","2018-09-10","2018-09-10",253,2018,9,3,"2018-08-19","2018-09-10","Small Forest","","NULL","NULL","No Bait","NULL","no bait","no trails","Not Entered","",4,22,36029,22,0,0,0,0,0,0,0,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,2,0,0,0,0,0,0,0,0,0,0,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,4,0,0,0,4.77498708321771e-05,291.767147807517,25.0112127486645,0.382884655344619,1,6,22,55,129,221,330,474,648,816,86.0615686247718,220.73173607682,2002.09625486339,17.6153900894678,128.854378822064,-78.940335924135,35.9418735322726
"2728",2728,2728,2728,2728,2728,"d47821",2728,"Lynx rufus","North Carolina's Candid Critters Project","Graham County","","Morin_A_Graham5_new","Researcher","d47821s11","15:35:26","15:35:47","Bobcat","Unknown","Unknown","N",1,FALSE,"2018-08-14 20:19:24","2018-08-20 15:35:47","2018-08-20","2018-08-20",232,2018,8,3,"2018-08-13","2018-09-11","Large Forest","","NULL","NULL","No Bait","NULL","no bait","no trails","Not Entered","",10,29,84007,7,0,0,0,0,0,0,7,0,0,1,2,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,4,0,0,0,1,0,0,0,0,0,0,0,0,9,0,0,2,2,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,4,0,0,0,1,0,0,2.07676395091216e-05,290.403491024828,31.6356415934504,0.347406127816203,0,0,0,0,0,0,0,0,0,0,3206.97106081309,446.061243889966,721.83893185288,541.192469665454,1015.07568097413,-83.9237315913665,35.388944367428
"2729",2729,2729,2729,2729,2729,"d47822",2729,"Felis catus","North Carolina's Candid Critters Project","Buncombe County","","McNatt_P_Buncombe5","Researcher","d47822s10","04:24:37","04:24:41","Domestic Cat","Unknown","Unknown","N",1,FALSE,"2018-09-27 21:30:59","2018-10-05 04:24:41","2018-10-05","2018-10-05",278,2018,10,4,"2018-09-25","2018-10-15","Small Forest","","NULL","Camera was deployed on 9/24/2018.  For the second time, the camera did not catch me as I was leaving the deployment site.  First picture of taken about 18 hrs. after deployment.","No Bait","NULL","no bait","no trails","Not Entered","",8.5,20,212539,10,0,0,0,0,0,0,0,0,1,0,0,0,0,7,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,11,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.08419480262412e-05,291.67935404563,26.5250151915831,0.391421868447944,1,2,13,42,77,152,249,345,459,619,82.4185120341532,1037.80621144134,0,4571.46756580873,128.940438155978,-82.5545749790039,35.697876151544
"2730",2730,2730,2730,2730,2730,"d47823",2730,"Camera Trapper","North Carolina's Candid Critters Project","Iredell County","","LakeNormanSP_Forest_18","Researcher","d47823s151","09:09:11","09:09:33","Camera Trapper","Adult","Male","N",1,FALSE,"2018-10-19 18:48:08","2018-11-02 09:09:33","2018-11-02","2018-11-02",306,2018,11,4,"2018-10-12","2018-11-02","Large Forest","","NULL","Near driveway to the St. John Methodist Church and Dance Hall.","No Bait","NULL","no bait","no trails","Not Entered","",6,21,6161,21,0,0,0,0,0,0,0,0,0,0,0,0,0,13,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,35,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,17,0,0,0,3.03859674410496e-05,291.922023937753,22.7418435433697,0.390340868550834,6,25,46,64,104,129,138,146,153,168,21.4863506473459,719.923359315005,314.735980180519,330.286916761669,9.30697521812642,-80.9587608884177,35.665691517423
"2731",2731,2731,2731,2731,2731,"d47828",2731,"Camera Trapper","North Carolina's Candid Critters Project","Brunswick County","","Kiernan_M_Brunswick9","Researcher","d47828s1","08:26:38","08:26:42","Camera Trapper","Unknown","Unknown","N",1,FALSE,"2018-09-30 08:26:38","2018-09-30 08:26:42","2018-09-30","2018-09-30",273,2018,9,3,"2018-09-30","2018-10-21","Small Forest","","NULL","NULL","No Bait","NULL","no bait","no trails","Not Entered","",9,21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,34,0,0,0,2.34977053247338e-05,291.30969272943,27.3509925792501,0.390129549282598,11,27,41,71,121,174,240,305,337,372,40.9955311023532,385.296385871279,250.750269212879,673.445173512831,66.3068217521804,-78.0328052201028,34.1889602284685
"2732",2732,2732,2732,2732,2732,"d47831",2732,"Sylvilagus floridanus","North Carolina's Candid Critters Project","Iredell County","","Smalt_B_Iredell8","Researcher","d47831s4","23:29:42","23:29:49","Eastern Cottontail","Unknown","Unknown","N",1,FALSE,"2018-10-08 01:56:26","2018-09-25 23:29:49","2018-09-25","2018-09-25",268,2018,9,3,"2018-09-16","2018-10-13","Small Forest","","NULL","NULL","No Bait","NULL","no bait","no trails","Not Entered","",7.01,27,37161,9,0,0,0,0,0,0,0,0,0,0,0,1,0,8,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,13,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,2.70073273673766e-05,290.524144528166,31.6510589020158,0.415552582275523,0,4,13,39,64,83,98,113,155,206,160.707364067166,605.90966733456,1049.59661692062,1125.86106954525,145.455924500993,-80.9882265357827,35.7483457544267
